-4.02638957,2.16E-06,-4.02638957,3.87E-05,-0.80900913,-0.015281801
-4.033611524,3.83E-05,-4.030000547,2.02E-05,-0.80900913,-0.015318298
-4.037222501,1.58E-06,-4.030000547,1.97E-06,-0.80900913,-0.015354796
-4.044444455,1.19E-06,-4.037222501,1.58E-06,-0.80900913,-0.015373044
-4.048055432,1.92E-05,-4.044444455,1.94E-05,-0.812620107,-0.015354989
-4.055277386,1.89E-05,-4.051666409,1.91E-05,-0.80900913,-0.015391293
-4.06249934,3.67E-05,-4.058888363,1.87E-05,-0.812620107,-0.015446233
-4.066110317,1.83E-05,-4.06249934,1.85E-05,-0.812620107,-0.015464481
-4.069721294,-1.84E-05,-4.066110317,1.83E-05,-0.812620107,-0.015500979
-4.07333227,-3.60E-07,-4.07333227,1.79E-05,-0.812620107,-0.015500979
-4.080554224,-7.47E-07,-4.080554224,1.75E-05,-0.812620107,-0.015519227
-4.087776178,1.71E-05,-4.087776178,1.71E-05,-0.816231084,-0.01553767
-4.094998132,1.67E-05,-4.091387155,1.69E-05,-0.80900913,-0.015610277
-4.102220086,1.63E-05,-4.094998132,-1.52E-06,-0.80900913,-0.015646774
-4.105831063,1.61E-05,-4.102220086,-1.91E-06,-0.80900913,-0.015646774
-4.10944204,1.60E-05,-4.105831063,1.61E-05,-0.812620107,-0.015665217
-4.116663994,3.38E-05,-4.113053017,3.40E-05,-0.812620107,-0.015683465
-4.123885947,3.34E-05,-4.123885947,3.34E-05,-0.812620107,-0.015719963
-4.127496924,-3.27E-06,-4.127496924,3.32E-05,-0.80900913,-0.015774515
-4.131107901,1.48E-05,-4.127496924,1.50E-05,-0.812620107,-0.015792957
-4.138329855,3.26E-05,-4.134718878,-3.65E-06,-0.812620107,-0.015774709
-4.141940832,-2.23E-05,-4.141940832,1.42E-05,-0.80900913,-0.01584751
-4.149162786,1.38E-05,-4.149162786,1.38E-05,-0.812620107,-0.015865952
-4.15638474,1.34E-05,-4.152773763,1.36E-05,-0.812620107,-0.015884201
-4.167217671,3.11E-05,-4.15638474,1.34E-05,-0.812620107,-0.015920698
-4.170828647,1.27E-05,-4.163606694,3.13E-05,-0.812620107,-0.015957196
-4.178050601,3.05E-05,-4.167217671,1.29E-05,-0.812620107,-0.015957196
-4.178050601,1.23E-05,-4.174439624,1.25E-05,-0.812620107,-0.015993693
-4.185272555,1.19E-05,-4.181661578,-6.17E-06,-0.80900913,-0.016048245
-4.192494509,2.97E-05,-4.188883532,1.17E-05,-0.816231084,-0.016030384
-4.199716463,1.11E-05,-4.188883532,2.99E-05,-0.812620107,-0.016084936
-4.206938417,2.90E-05,-4.196105486,1.13E-05,-0.812620107,-0.016084936
-4.206938417,1.07E-05,-4.20332744,1.09E-05,-0.812620107,-0.016103185
-4.214160371,2.86E-05,-4.214160371,2.86E-05,-0.812620107,-0.016157931
-4.221382324,9.94E-06,-4.221382324,2.82E-05,-0.812620107,-0.01617618
-4.224993301,-8.50E-06,-4.224993301,2.80E-05,-0.812620107,-0.016212677
-4.232215255,9.36E-06,-4.224993301,-8.50E-06,-0.812620107,-0.016249174
-4.239437209,2.72E-05,-4.232215255,2.76E-05,-0.812620107,-0.016267423
-4.243048186,8.78E-06,-4.239437209,2.72E-05,-0.816231084,-0.016267617
-4.246659163,8.59E-06,-4.243048186,8.78E-06,-0.816231084,-0.016304114
-4.257492094,2.63E-05,-4.253881117,2.64E-05,-0.812620107,-0.016340418
-4.261103071,7.81E-06,-4.253881117,2.64E-05,-0.812620107,-0.016395164
-4.264714047,7.62E-06,-4.257492094,8.01E-06,-0.812620107,-0.016376915
-4.268325024,7.42E-06,-4.264714047,7.62E-06,-0.812620107,-0.016413412
-4.275546978,2.53E-05,-4.275546978,2.53E-05,-0.816231084,-0.016431855
-4.282768932,2.49E-05,-4.279157955,2.51E-05,-0.812620107,-0.016486407
-4.289990886,2.45E-05,-4.289990886,6.10E-05,-0.812620107,-0.016522904
-4.29721284,2.41E-05,-4.289990886,2.45E-05,-0.816231084,-0.016523098
-4.300823817,4.22E-05,-4.293601863,6.07E-06,-0.812620107,-0.016559402
-4.304434794,5.49E-06,-4.300823817,2.39E-05,-0.80900913,-0.016595705
-4.308045771,5.29E-06,-4.308045771,5.29E-06,-0.816231084,-0.016596093
-4.311656748,-1.31E-05,-4.308045771,-1.30E-05,-0.812620107,-0.016650645
-4.322489678,2.28E-05,-4.315267724,4.91E-06,-0.816231084,-0.016669088
-4.329711632,4.13E-06,-4.322489678,4.52E-06,-0.816231084,-0.016669088
-4.329711632,4.13E-06,-4.326100655,4.32E-06,-0.812620107,-0.01672364
-4.336933586,3.74E-06,-4.329711632,-3.24E-05,-0.812620107,-0.016760137
-4.34415554,3.36E-06,-4.340544563,2.18E-05,-0.816231084,-0.01677858
-4.351377494,2.12E-05,-4.347766517,3.97E-05,-0.816231084,-0.016796828
-4.354988471,2.77E-06,-4.347766517,3.16E-06,-0.816231084,-0.016815077
-4.358599448,2.08E-05,-4.351377494,-1.53E-05,-0.812620107,-0.016851381
-4.365821401,2.04E-05,-4.362210424,2.06E-05,-0.816231084,-0.016869823
-4.369432378,-1.63E-05,-4.369432378,2.02E-05,-0.816231084,-0.01690632
-4.376654332,1.99E-05,-4.373043355,1.80E-06,-0.816231084,-0.016942818
-4.383876286,1.22E-06,-4.373043355,1.80E-06,-0.816231084,-0.016961066
-4.387487263,-1.72E-05,-4.383876286,1.22E-06,-0.819842061,-0.01696126
-4.394709217,1.89E-05,-4.387487263,1.03E-06,-0.816231084,-0.017015812
-4.398320194,4.48E-07,-4.394709217,6.42E-07,-0.812620107,-0.017052116
-4.405542148,1.83E-05,-4.405542148,3.66E-05,-0.812620107,-0.017088613
-4.412764101,-3.27E-07,-4.409153124,1.81E-05,-0.812620107,-0.017106862
-4.419986055,1.75E-05,-4.409153124,-1.33E-07,-0.816231084,-0.017125304
-4.419986055,-7.14E-07,-4.416375078,1.77E-05,-0.816231084,-0.017125304
-4.427208009,-1.10E-06,-4.423597032,1.73E-05,-0.816231084,-0.017161802
-4.434429963,1.68E-05,-4.430818986,1.70E-05,-0.816231084,-0.017198299
-4.441651917,1.64E-05,-4.43804094,1.66E-05,-0.816231084,-0.017234796
-4.448873871,1.60E-05,-4.43804094,-1.68E-06,-0.816231084,-0.017253045
-4.452484848,-2.46E-06,-4.445262894,-2.07E-06,-0.816231084,-0.017271294
-4.456095825,1.56E-05,-4.452484848,1.58E-05,-0.812620107,-0.017325846
-4.463317778,1.52E-05,-4.459706801,-2.85E-06,-0.816231084,-0.017344288
-4.466928755,-3.23E-06,-4.463317778,-3.04E-06,-0.816231084,-0.017362537
-4.474150709,-3.62E-06,-4.470539732,1.48E-05,-0.816231084,-0.017380786
-4.481372663,1.42E-05,-4.470539732,-3.43E-06,-0.816231084,-0.017417283
-4.48498364,-2.25E-05,-4.477761686,-3.82E-06,-0.812620107,-0.017435338
-4.488594617,-4.40E-06,-4.48498364,-4.20E-06,-0.816231084,-0.01745378
-4.492205594,-4.59E-06,-4.495816571,1.35E-05,-0.812620107,-0.017508333
-4.503038525,1.31E-05,-4.499427548,1.33E-05,-0.816231084,-0.017526775
-4.506649501,-5.37E-06,-4.499427548,-4.98E-06,-0.816231084,-0.017563273
-4.517482432,1.23E-05,-4.506649501,1.29E-05,-0.816231084,-0.01759977
-4.521093409,3.04E-05,-4.513871455,1.25E-05,-0.816231084,-0.01759977
-4.521093409,-6.14E-06,-4.517482432,-5.95E-06,-0.812620107,-0.017636073
-4.528315363,1.17E-05,-4.528315363,1.17E-05,-0.816231084,-0.017636267
-4.535537317,-6.92E-06,-4.535537317,2.96E-05,-0.812620107,-0.017690819
-4.542759271,1.09E-05,-4.535537317,-6.92E-06,-0.812620107,-0.017727317
-4.549981225,2.88E-05,-4.542759271,2.92E-05,-0.816231084,-0.017727511
-4.546370248,-7.50E-06,-4.546370248,-7.50E-06,-0.816231084,-0.017745759
-4.542759271,1.09E-05,-4.542759271,1.09E-05,-0.816231084,-0.017691013
-4.535537317,2.96E-05,-4.535537317,1.13E-05,-0.812620107,-0.017709068
-4.528315363,1.17E-05,-4.53192634,1.15E-05,-0.816231084,-0.017654516
-4.521093409,1.21E-05,-4.528315363,1.17E-05,-0.816231084,-0.017618019
-4.517482432,1.23E-05,-4.521093409,1.21E-05,-0.812620107,-0.017636073
-4.513871455,3.07E-05,-4.510260478,-2.38E-05,-0.816231084,-0.017581521
-4.503038525,-2.34E-05,-4.510260478,3.09E-05,-0.812620107,-0.017563079
-4.499427548,-4.98E-06,-4.499427548,-4.98E-06,-0.816231084,-0.017526775
-4.492205594,1.37E-05,-4.495816571,1.35E-05,-0.816231084,-0.017490278
-4.48498364,-4.20E-06,-4.488594617,-4.40E-06,-0.816231084,-0.01745378
-4.488594617,3.21E-05,-4.488594617,1.39E-05,-0.816231084,-0.01745378
-4.477761686,1.44E-05,-4.481372663,1.42E-05,-0.812620107,-0.017435338
-4.466928755,-2.15E-05,-4.474150709,3.29E-05,-0.812620107,-0.017417089
